data_entrada,placa,marca,modelo,ano,km,valor_fipe,valor_venda,valor_compra,renavam
20/06/2023,AKY-2170,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","61.832 km
 ","R$ 100.174,00","R$ 43.141,00",R$ 65.990,17035381609.0
01/06/2023,YIM-0968,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","57.168 km
 ","R$ 83.723,00","R$ 45.192,00",R$ 65.990,56185896470.0
10/02/2023,WDS-4815,FIAT,ARGO DRIVE 1.0,"2022/2023
 ","40.207 km
 ","R$ 91.045,00","R$ 56.757,00",R$ 65.990,30861060690.0
28/09/2023,HNO-4543,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","41.686 km
 ","R$ 85.424,00","R$ 48.815,00",R$ 65.990,14630265997.0
15/12/2023,ZRF-4256,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","55.614 km
 ","R$ 98.562,00","R$ 45.907,00",R$ 65.990,20601448271.0
15/06/2023,SUB-9069,HYUNDAI,HB20 VISION 1.0 4P,"2022/2022
","41.885 km
","R$ 96.139,00","R$ 51.978,00",R$ 66.290,83022647927.0
14/03/2023,OQM-3331,HYUNDAI,HB20 VISION 1.0 4P,"2022/2022
 ","41.885 km
 ","R$ 93.430,00","R$ 59.327,00",R$ 66.290,29952693989.0
05/03/2023,MCD-6883,HYUNDAI,HB20 VISION 1.0 4P,2022/2022 ,41.885 km ,"R$ 84.842,00","R$ 41.165,00",R$ 66.290,53984411523.0
23/03/2023,QPQ-1598,HYUNDAI,HB20 VISION 1.0 4P,"2022/2022
 ","41.885 km
 ","R$ 85.100,00","R$ 40.232,00",R$ 66.290,325040691.0
30/06/2023,XNY-2289,HYUNDAI,HB20 VISION 1.0 4P,2022/2022,41.885 km,"R$ 83.965,00","R$ 46.058,00",R$ 66.290,57389754123.0
23/06/2023,UTF-6632,HYUNDAI,HB20 VISION 1.0 4P,"2022/2022
 ","41.885 km
 ","R$ 84.880,00","R$ 44.523,00",R$ 66.290,70364352683.0
18/12/2023,LOV-3106,HYUNDAI,HB20 VISION 1.0 4P,"2022/2022
 ","41.885 km
 ","R$ 97.025,00","R$ 41.849,00",R$ 66.290,84747801268.0
05/08/2023,CYW-2139,VOLKSWAGEN,VOYAGE MPI AT 1.6 4P,"2021/2022
 ","77.396 km
 ","R$ 92.843,00","R$ 47.821,00",R$ 66.390,62043194789.0
28/12/2023,TRZ-5781,VOLKSWAGEN,VOYAGE MPI AT 1.6 4P,2021/2022,77.396 km,"R$ 98.346,00","R$ 46.800,00",R$ 66.390,11778269443.0
06/11/2023,HCN-7808,VOLKSWAGEN,VOYAGE MPI AT 1.6 4P,"2021/2022
 ","77.396 km
 ","R$ 80.874,00","R$ 50.107,00",R$ 66.390,28694993803.0
24/11/2023,VRD-2575,VOLKSWAGEN,VOYAGE MPI AT 1.6 4P,"2021/2022
 ","77.396 km
 ","R$ 90.382,00","R$ 41.919,00",R$ 66.390,46230467476.0
21/01/2023,XGN-6539,VOLKSWAGEN,VOYAGE MPI AT 1.6 4P,"2021/2022
","77.396 km
","R$ 93.915,00","R$ 57.425,00",R$ 66.390,4969837718.0
16/05/2023,IYK-6003,VOLKSWAGEN,VOYAGE MPI AT 1.6 4P,"2021/2022
 ","77.396 km
 ","R$ 94.209,00","R$ 46.515,00",R$ 66.390,91949729127.0
07/01/2023,WFW-6616,VOLKSWAGEN,VOYAGE MPI AT 1.6 4P,2021/2022 ,77.396 km ,"R$ 80.157,00","R$ 49.321,00",R$ 66.390,41184516569.0
16/09/2023,TVN-6467,HYUNDAI,HB20S EVOLUTION 1.0,2022/2022 ,71.575 km ,"R$ 91.563,00","R$ 44.423,00",R$ 66.490,35403515106.0
04/06/2023,QLE-8602,FIAT,ARGO DRIVE 1.0,"2022/2023
 ","52.296 km
 ","R$ 89.417,00","R$ 40.059,00",R$ 66.490,4356336663.0
05/09/2023,HJE-9905,FIAT,ARGO DRIVE 1.0,"2022/2023
","52.296 km
","R$ 88.632,00","R$ 46.412,00",R$ 66.490,45816205313.0
08/06/2023,QGS-8599,FIAT,ARGO DRIVE 1.0,"2022/2023
 ","52.296 km
 ","R$ 100.658,00","R$ 41.916,00",R$ 66.490,57764197036.0
06/03/2023,EXH-3607,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
","48.228 km
","R$ 84.199,00","R$ 58.850,00",R$ 66.990,7565970624.0
24/06/2023,DKG-2094,FORD,KA SEDAN SE PLUS AT 1.5 4P,2020/2020,41.973 km,"R$ 80.315,00","R$ 49.809,00",R$ 66.990,85339203942.0
15/09/2023,HOY-9408,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","48.228 km
 ","R$ 82.508,00","R$ 54.305,00",R$ 66.990,20751877836.0
10/08/2023,MRR-1398,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
","55.614 km
","R$ 100.090,00","R$ 58.096,00",R$ 66.990,56037002534.0
23/08/2023,DUG-2561,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","49.434 km
 ","R$ 81.405,00","R$ 40.661,00",R$ 66.990,66262277435.0
17/01/2023,LLM-4676,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
","57.168 km
","R$ 91.705,00","R$ 57.835,00",R$ 66.990,810241671.0
14/08/2023,LCH-3406,FORD,KA SEDAN SE PLUS AT 1.5 4P,"2020/2020
 ","41.973 km
 ","R$ 81.768,00","R$ 54.775,00",R$ 66.990,36776584533.0
20/05/2023,YAV-4668,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","49.434 km
 ","R$ 100.783,00","R$ 48.745,00",R$ 66.990,93925391947.0
05/09/2023,GTN-6906,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","54.248 km
 ","R$ 84.037,00","R$ 42.364,00",R$ 66.990,30453666978.0
19/06/2023,MPO-9022,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
","49.434 km
","R$ 98.985,00","R$ 52.241,00",R$ 66.990,20030111961.0
13/11/2023,IED-4465,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","48.228 km
 ","R$ 98.724,00","R$ 55.665,00",R$ 66.990,54728712994.0
15/11/2023,CVR-3544,FORD,KA SEDAN SE PLUS AT 1.5 4P,2020/2020 ,41.973 km ,"R$ 91.607,00","R$ 50.227,00",R$ 66.990,5885090142.0
09/03/2023,VJA-6717,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","61.832 km
 ","R$ 82.673,00","R$ 57.519,00",R$ 66.990,87293447783.0
18/09/2023,QIB-3561,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","55.614 km
 ","R$ 84.893,00","R$ 54.293,00",R$ 66.990,59486882155.0
23/09/2023,QPO-7179,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","59.042 km
 ","R$ 86.634,00","R$ 52.565,00",R$ 66.990,83158111759.0
15/08/2023,RQP-3947,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","61.748 km
 ","R$ 84.595,00","R$ 45.873,00",R$ 66.990,17485268483.0
08/09/2023,QCV-9848,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","55.614 km
 ","R$ 84.546,00","R$ 52.544,00",R$ 66.990,79699460716.0
08/09/2023,FUG-5876,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","57.168 km
 ","R$ 87.993,00","R$ 44.581,00",R$ 66.990,35807310997.0
05/05/2023,HZN-6841,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","61.748 km
 ","R$ 88.035,00","R$ 47.303,00",R$ 66.990,42495784010.0
06/05/2023,XJY-5076,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
","59.042 km
","R$ 99.973,00","R$ 40.746,00",R$ 66.990,16506325102.0
22/04/2023,QJQ-3133,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
","61.832 km
","R$ 97.665,00","R$ 58.680,00",R$ 66.990,22562851819.0
29/03/2023,YHV-4387,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","61.832 km
 ","R$ 94.952,00","R$ 41.512,00",R$ 66.990,21052573291.0
24/10/2023,EIN-3716,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","59.042 km
 ","R$ 87.425,00","R$ 49.018,00",R$ 66.990,6335101586.0
02/05/2023,ERX-6477,FORD,KA SEDAN SE PLUS AT 1.5 4P,"2020/2020
 ","41.973 km
 ","R$ 99.444,00","R$ 43.273,00",R$ 66.990,89424316597.0
21/10/2023,GDB-1558,FORD,KA SEDAN SE PLUS AT 1.5 4P,"2020/2020
 ","41.973 km
 ","R$ 80.704,00","R$ 54.601,00",R$ 66.990,14894221547.0
28/01/2023,KBV-2833,FORD,KA SEDAN SE PLUS AT 1.5 4P,"2020/2020
","41.973 km
","R$ 82.786,00","R$ 59.916,00",R$ 66.990,37171325.0
13/01/2023,FCS-4061,FORD,KA SEDAN SE PLUS AT 1.5 4P,"2020/2020
 ","41.973 km
 ","R$ 86.500,00","R$ 46.798,00",R$ 66.990,30803254876.0
29/09/2023,CCW-3774,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","57.168 km
 ","R$ 92.376,00","R$ 49.553,00",R$ 66.990,51574887872.0
23/02/2023,NZE-7962,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
","61.748 km
","R$ 94.036,00","R$ 52.438,00",R$ 66.990,44784950448.0
14/07/2023,MBK-3790,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","54.248 km
 ","R$ 98.480,00","R$ 41.403,00",R$ 66.990,59411154385.0
05/01/2023,ICF-7368,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
","54.248 km
","R$ 88.418,00","R$ 48.007,00",R$ 66.990,73349373224.0
19/05/2023,MQR-6493,FIAT,ARGO DRIVE 1.0,2022/2023,52.296 km,"R$ 89.752,00","R$ 53.250,00",R$ 66.990,63159893164.0
03/01/2023,UVY-6593,HYUNDAI,HB20 EVOLUTION 1.0,2022/2022 ,51.287 km ,"R$ 91.680,00","R$ 55.913,00",R$ 67.590,2746669439.0
04/07/2023,EFA-3640,VOLKSWAGEN,VOYAGE 1.6,2021/2022 ,64.049 km ,"R$ 85.917,00","R$ 45.133,00",R$ 67.690,11559360182.0
05/04/2023,EGQ-2298,HYUNDAI,HB20 COMFORT 1.0,2022/2023,57.168 km,"R$ 90.941,00","R$ 59.997,00",R$ 67.990,71317521184.0
19/12/2023,RKZ-3444,HYUNDAI,HB20 COMFORT 1.0,2022/2023 ,61.748 km ,"R$ 81.330,00","R$ 41.351,00",R$ 67.990,25629158627.0
21/10/2023,HFO-3308,HYUNDAI,HB20 COMFORT 1.0,2022/2023 ,54.248 km ,"R$ 80.866,00","R$ 52.394,00",R$ 67.990,85965145685.0
03/12/2023,UYH-0917,HYUNDAI,HB20 COMFORT 1.0,2022/2023,50.328 km,"R$ 80.769,00","R$ 44.593,00",R$ 67.990,66143994984.0
05/03/2023,WYO-4573,HYUNDAI,HB20 COMFORT 1.0,2022/2023,55.614 km,"R$ 99.298,00","R$ 40.495,00",R$ 67.990,30891745781.0
05/01/2023,HGR-9302,HYUNDAI,HB20 COMFORT 1.0,2022/2023 ,55.614 km ,"R$ 80.657,00","R$ 42.529,00",R$ 67.990,41082075197.0
15/07/2023,OAN-1732,HYUNDAI,HB20 COMFORT 1.0,2022/2023 ,58.039 km ,"R$ 88.196,00","R$ 47.361,00",R$ 67.990,24151317092.0
18/04/2023,DVJ-0621,HYUNDAI,HB20 COMFORT 1.0,2022/2023,59.042 km,"R$ 94.263,00","R$ 54.869,00",R$ 67.990,28622404822.0
22/02/2023,ZNG-3471,HYUNDAI,HB20 COMFORT 1.0,2022/2023,61.832 km,"R$ 99.009,00","R$ 58.101,00",R$ 67.990,16391120438.0
17/02/2023,KHK-9934,HYUNDAI,HB20 COMFORT 1.0,2022/2023 ,57.161 km ,"R$ 94.920,00","R$ 40.263,00",R$ 67.990,87728833089.0
26/11/2023,KSQ-2883,HYUNDAI,HB20 COMFORT 1.0,2022/2023 ,52.225 km ,"R$ 89.759,00","R$ 41.342,00",R$ 67.990,73016551088.0
15/06/2023,YIW-5961,HYUNDAI,HB20 COMFORT 1.0,2022/2023 ,69.574 km ,"R$ 82.901,00","R$ 50.685,00",R$ 67.990,65751690681.0
27/11/2023,YGK-0916,HYUNDAI,HB20 COMFORT 1.0,2022/2023 ,55.082 km ,"R$ 95.437,00","R$ 40.126,00",R$ 67.990,1211249961.0
18/08/2023,YJM-0239,HYUNDAI,HB20 COMFORT 1.0,2022/2023 ,53.215 km ,"R$ 99.962,00","R$ 51.175,00",R$ 67.990,59872433344.0
10/01/2023,XSR-7963,HYUNDAI,HB20 COMFORT 1.0,2022/2023 ,57.543 km ,"R$ 85.863,00","R$ 45.994,00",R$ 67.990,74960715383.0
14/07/2023,PQC-4059,HYUNDAI,HB20 COMFORT 1.0,2022/2023 ,49.434 km ,"R$ 93.383,00","R$ 57.540,00",R$ 67.990,21715833149.0
27/04/2023,LZT-8668,HYUNDAI,HB20 COMFORT 1.0,2022/2023 ,48.228 km ,"R$ 81.103,00","R$ 57.777,00",R$ 67.990,71476157266.0
18/07/2023,NGJ-8824,HYUNDAI,HB20 COMFORT 1.0,2022/2023 ,61.832 km ,"R$ 87.520,00","R$ 48.806,00",R$ 67.990,78440698059.0
10/08/2023,UQV-1525,HYUNDAI,HB20 COMFORT 1.0,2022/2023 ,46.409 km ,"R$ 86.399,00","R$ 55.037,00",R$ 67.990,28548332409.0
03/08/2023,JPO-3801,HYUNDAI,HB20 COMFORT 1.0,2022/2023,54.248 km,"R$ 94.957,00","R$ 40.514,00",R$ 67.990,38760086788.0
27/05/2023,DQH-2522,HYUNDAI,HB20 COMFORT 1.0,2022/2023,61.748 km,"R$ 99.724,00","R$ 43.303,00",R$ 67.990,77959880861.0
08/10/2023,AEQ-5831,HYUNDAI,HB20 COMFORT 1.0,2022/2023 ,60.919 km ,"R$ 94.444,00","R$ 56.139,00",R$ 67.990,50157532186.0
26/06/2023,PNR-9753,HYUNDAI,HB20 COMFORT 1.0,2022/2023,49.434 km,"R$ 85.982,00","R$ 41.876,00",R$ 67.990,61888676886.0
02/09/2023,VHU-0508,HYUNDAI,HB20 COMFORT 1.0,2022/2023,48.228 km,"R$ 97.602,00","R$ 56.236,00",R$ 67.990,24157788242.0
25/01/2023,ENW-1208,FIAT,ARGO DRIVE 1.0,"2022/2022
","33.892 km
","R$ 80.104,00","R$ 45.463,00",R$ 68.490,87953848596.0
20/10/2023,UKR-8676,FIAT,ARGO DRIVE 1.0,"2022/2022
 ","33.892 km
 ","R$ 88.375,00","R$ 44.396,00",R$ 68.490,78380782144.0
24/04/2023,JBA-8413,FIAT,ARGO DRIVE 1.0,"2022/2022
 ","33.892 km
 ","R$ 98.761,00","R$ 48.261,00",R$ 68.490,86827900573.0
06/03/2023,NBJ-6146,FIAT,ARGO DRIVE 1.0,"2022/2022
 ","33.892 km
 ","R$ 87.190,00","R$ 50.590,00",R$ 68.490,836534363.0
20/07/2023,MLM-4766,FIAT,ARGO DRIVE 1.0,"2022/2022
 ","33.892 km
 ","R$ 80.078,00","R$ 52.602,00",R$ 68.490,23725582390.0
24/03/2023,HLG-4877,VOLKSWAGEN,VOYAGE 1.6,2021/2022 ,18.535 km ,"R$ 83.055,00","R$ 48.992,00",R$ 68.590,14218394251.0
10/12/2023,KAU-1051,FIAT,ARGO DRIVE 1.0,"2022/2023
 ","49.740 km
 ","R$ 97.167,00","R$ 54.253,00",R$ 68.890,17226364834.0
26/02/2023,BTD-4497,FIAT,ARGO DRIVE 1.0,"2022/2023
 ","49.740 km
 ","R$ 96.228,00","R$ 48.407,00",R$ 68.890,79422515452.0
25/04/2023,HPI-5017,FIAT,ARGO DRIVE 1.0,"2022/2023
","49.740 km
","R$ 82.297,00","R$ 40.211,00",R$ 68.890,48831287734.0
12/07/2023,LTH-2216,HYUNDAI,HB20 EVOLUTION 1.0 4P,2022/2022 ,53.144 km ,"R$ 98.477,00","R$ 49.605,00",R$ 68.990,78664915.0
18/09/2023,ZOZ-7204,HYUNDAI,HB20 EVOLUTION 1.0 4P,"2022/2022
 ","53.144 km
 ","R$ 83.163,00","R$ 53.240,00",R$ 68.990,32635328064.0
10/10/2023,WOB-1112,HYUNDAI,HB20 EVOLUTION 1.0 4P,"2022/2022
 ","53.144 km
 ","R$ 99.583,00","R$ 48.362,00",R$ 68.990,7385706768.0
16/07/2023,NAF-9633,HYUNDAI,HB20 EVOLUTION 1.0 4P,"2022/2022
","53.144 km
","R$ 80.660,00","R$ 50.978,00",R$ 68.990,31524013480.0
17/10/2023,OBB-3985,HYUNDAI,HB20 EVOLUTION 1.0 4P,2022/2022,53.144 km,"R$ 93.999,00","R$ 44.180,00",R$ 68.990,32773683587.0
05/02/2023,LVR-0055,HYUNDAI,HB20 EVOLUTION 1.0 4P,"2022/2022
 ","53.144 km
 ","R$ 96.766,00","R$ 44.693,00",R$ 68.990,51183358307.0
12/08/2023,COF-0456,HYUNDAI,HB20 EVOLUTION 1.0 4P,"2022/2022
 ","53.144 km
 ","R$ 87.390,00","R$ 56.725,00",R$ 68.990,7698347883.0
04/12/2023,EDT-9885,FIAT,ARGO DRIVE 1.0,"2022/2023
 ","45.869 km
 ","R$ 95.191,00","R$ 54.076,00",R$ 69.190,2271207072.0
17/05/2023,KMF-9408,FIAT,ARGO DRIVE 1.0,"2022/2023
","45.869 km
","R$ 91.678,00","R$ 54.686,00",R$ 69.190,22052741867.0
01/09/2023,GUO-6139,FIAT,ARGO DRIVE 1.0,"2022/2023
 ","45.869 km
 ","R$ 81.555,00","R$ 45.272,00",R$ 69.190,23733483133.0
13/05/2023,UJV-8613,FIAT,ARGO DRIVE 1.0 4P,"2022/2022
 ","18.503 km
 ","R$ 92.259,00","R$ 57.552,00",R$ 69.290,88412061942.0
29/08/2023,INL-3246,FIAT,ARGO DRIVE 1.0 4P,2022/2022,18.503 km,"R$ 88.260,00","R$ 44.284,00",R$ 69.290,30703776978.0
20/10/2023,QPF-9291,FIAT,ARGO DRIVE 1.0 4P,2022/2022 ,18.503 km ,"R$ 81.644,00","R$ 42.240,00",R$ 69.290,41307729825.0
08/05/2023,MRX-1114,FIAT,ARGO DRIVE 1.0 4P,"2022/2022
 ","18.503 km
 ","R$ 96.414,00","R$ 55.778,00",R$ 69.290,5226904712.0
16/08/2023,MWW-2155,FIAT,ARGO DRIVE 1.0 4P,"2022/2022
 ","18.503 km
 ","R$ 91.717,00","R$ 50.629,00",R$ 69.290,96274523033.0
26/07/2023,LTK-0317,FIAT,ARGO DRIVE 1.0 4P,"2022/2022
 ","18.503 km
 ","R$ 86.251,00","R$ 52.455,00",R$ 69.290,11442464099.0
16/07/2023,RVE-0549,FIAT,ARGO DRIVE 1.0 4P,"2022/2022
","18.503 km
","R$ 83.662,00","R$ 46.639,00",R$ 69.290,11983775612.0
26/09/2023,PHK-3439,FIAT,ARGO DRIVE 1.0,"2022/2023
 ","40.207 km
 ","R$ 80.150,00","R$ 44.194,00",R$ 69.490,53473028670.0
27/02/2023,XGV-3030,FIAT,ARGO DRIVE 1.0,"2022/2023
","40.207 km
","R$ 90.026,00","R$ 46.672,00",R$ 69.490,38280092799.0
07/04/2023,OTG-8408,FIAT,ARGO DRIVE 1.0,"2022/2023
 ","40.207 km
 ","R$ 97.326,00","R$ 55.016,00",R$ 69.490,14407257368.0
30/04/2023,BID-7865,FIAT,ARGO DRIVE 1.0,2022/2023,49.740 km,"R$ 96.079,00","R$ 43.153,00",R$ 69.590,99952048632.0
31/01/2023,UUX-6651,FIAT,ARGO DRIVE 1.0,2022/2023 ,49.740 km ,"R$ 96.893,00","R$ 50.903,00",R$ 69.590,87416703746.0
16/07/2023,XCD-7944,FIAT,ARGO DRIVE 1.0,2022/2023 ,49.149 km ,"R$ 93.830,00","R$ 45.252,00",R$ 69.590,58736328859.0
04/09/2023,TPI-1677,FIAT,ARGO DRIVE 1.0,2022/2022,33.892 km,"R$ 90.997,00","R$ 56.725,00",R$ 69.790,54443974444.0
12/04/2023,JFG-6915,FIAT,ARGO DRIVE 1.0,2022/2023 ,45.869 km ,"R$ 91.492,00","R$ 54.396,00",R$ 69.890,72223319405.0
11/06/2023,JYA-0919,FIAT,ARGO DRIVE 1.0,2022/2023,45.869 km,"R$ 97.962,00","R$ 59.751,00",R$ 69.890,62515274093.0
18/04/2023,EFM-2060,HYUNDAI,HB20 LIMITED 1.0,"2022/2023
 ","63.024 km
 ","R$ 83.577,00","R$ 40.168,00",R$ 69.990,20172484357.0
12/04/2023,KZI-9989,HYUNDAI,HB20 LIMITED 1.0,"2022/2023
 ","63.024 km
 ","R$ 80.592,00","R$ 45.281,00",R$ 69.990,29159323756.0
18/10/2023,NGL-9164,HYUNDAI,HB20 LIMITED 1.0,"2022/2023
 ","63.024 km
 ","R$ 96.472,00","R$ 59.538,00",R$ 69.990,85009834135.0
16/07/2023,SXS-6902,FIAT,CRONOS DRIVE 1.3,2022/2022 ,46.629 km ,"R$ 88.179,00","R$ 56.344,00",R$ 69.990,22367699874.0
17/02/2023,GLA-2410,HYUNDAI,HB20 LIMITED 1.0,"2022/2023
 ","56.395 km
 ","R$ 82.330,00","R$ 45.146,00",R$ 69.990,42066603092.0
06/02/2023,GEA-7911,HYUNDAI,HB20 LIMITED 1.0,"2022/2023
 ","56.395 km
 ","R$ 100.443,00","R$ 53.414,00",R$ 69.990,52500336360.0
14/02/2023,NGE-1777,CITROEN,C3 LIVE PACK 1.0,2022/2023 ,47.066 km ,"R$ 89.743,00","R$ 47.362,00",R$ 69.990,83827698988.0
10/01/2023,ZZR-3521,HYUNDAI,HB20 LIMITED 1.0,"2022/2023
","63.024 km
","R$ 93.779,00","R$ 51.054,00",R$ 69.990,41972832198.0
02/03/2023,IWM-2971,HYUNDAI,HB20 LIMITED 1.0,"2022/2023
 ","63.024 km
 ","R$ 92.617,00","R$ 58.061,00",R$ 69.990,39120266918.0
08/06/2023,LSE-7130,HYUNDAI,HB20 LIMITED 1.0,"2022/2023
 ","56.395 km
 ","R$ 89.874,00","R$ 44.204,00",R$ 69.990,76060551710.0
21/12/2023,DQB-5478,HYUNDAI,HB20 LIMITED 1.0,"2022/2023
 ","56.395 km
 ","R$ 85.110,00","R$ 53.766,00",R$ 69.990,40901835935.0
31/05/2023,CRB-6490,HYUNDAI,HB20 LIMITED 1.0,"2022/2023
","56.395 km
","R$ 100.175,00","R$ 58.584,00",R$ 69.990,75052765891.0
09/12/2023,KUS-5425,FIAT,ARGO DRIVE 1.0,2022/2023 ,40.207 km ,"R$ 81.771,00","R$ 59.315,00",R$ 70.190,9631174571.0
30/09/2023,CFK-1875,VOLKSWAGEN,VOYAGE MPI AT 1.6 4P,2021/2022 ,36.725 km ,"R$ 94.228,00","R$ 43.879,00",R$ 70.190,71097523382.0
16/01/2023,DZA-5125,FIAT,ARGO DRIVE 1.0,2022/2023,40.207 km,"R$ 87.376,00","R$ 57.705,00",R$ 70.190,4487685521.0
23/07/2023,PZW-9723,FIAT,CRONOS 1.3,2022/2022 ,75.807 km ,"R$ 93.156,00","R$ 59.636,00",R$ 70.190,61452677983.0
02/01/2023,XDG-9358,VOLKSWAGEN,VOYAGE MPI AT 1.6 4P,2021/2022,36.725 km,"R$ 89.326,00","R$ 48.700,00",R$ 70.190,38221364116.0
14/01/2023,YOF-1313,HYUNDAI,HB20 EVOLUTION 1.0 4P,2021/2022 ,20.478 km ,"R$ 99.512,00","R$ 48.002,00",R$ 70.590,75388919206.0
14/07/2023,GPH-7788,FIAT,CRONOS DRIVE 1.0,"2022/2023
 ","55.326 km
 ","R$ 80.689,00","R$ 44.343,00",R$ 71.990,39449275078.0
03/08/2023,GLG-8673,FIAT,CRONOS DRIVE 1.0,"2022/2023
 ","40.676 km
 ","R$ 88.449,00","R$ 47.035,00",R$ 71.990,98593881260.0
26/04/2023,LSR-9486,FIAT,CRONOS DRIVE 1.0,"2022/2023
 ","57.985 km
 ","R$ 94.325,00","R$ 52.126,00",R$ 71.990,80581721222.0
02/06/2023,IQM-6875,FIAT,CRONOS DRIVE 1.0,"2022/2023
 ","55.326 km
 ","R$ 97.663,00","R$ 40.445,00",R$ 71.990,75495456217.0
03/09/2023,KBR-5907,FIAT,CRONOS DRIVE 1.0,"2022/2023
 ","57.985 km
 ","R$ 99.191,00","R$ 46.155,00",R$ 71.990,50220637797.0
16/03/2023,EXF-5413,FIAT,CRONOS DRIVE 1.0,"2022/2023
 ","40.676 km
 ","R$ 96.306,00","R$ 47.936,00",R$ 71.990,81137435206.0
22/09/2023,DEX-8888,FIAT,CRONOS DRIVE 1.0,"2022/2023
","40.676 km
","R$ 94.505,00","R$ 52.686,00",R$ 71.990,55540435995.0
24/10/2023,SPO-6112,FIAT,CRONOS DRIVE 1.0,"2022/2023
 ","57.985 km
 ","R$ 85.135,00","R$ 56.338,00",R$ 71.990,71309164086.0
05/06/2023,DUM-8654,FIAT,CRONOS DRIVE 1.0,"2022/2023
","55.326 km
","R$ 99.982,00","R$ 58.547,00",R$ 71.990,21181621761.0
05/10/2023,KON-3045,FIAT,CRONOS DRIVE 1.0,"2022/2023
","57.985 km
","R$ 91.002,00","R$ 58.013,00",R$ 71.990,55889134433.0
03/12/2023,JCW-3354,FIAT,CRONOS DRIVE 1.0,"2022/2023
 ","55.326 km
 ","R$ 81.631,00","R$ 42.760,00",R$ 71.990,19319234728.0
11/03/2023,OYC-2642,FIAT,CRONOS DRIVE 1.0,"2022/2023
 ","40.676 km
 ","R$ 92.712,00","R$ 41.743,00",R$ 71.990,37686120583.0
26/10/2023,UFO-3765,FIAT,CRONOS DRIVE 1.0,"2022/2023
 ","57.985 km
 ","R$ 91.667,00","R$ 59.493,00",R$ 71.990,84490929433.0
22/05/2023,CGC-1890,FIAT,CRONOS DRIVE 1.0,"2022/2023
 ","55.326 km
 ","R$ 89.001,00","R$ 49.679,00",R$ 71.990,79335437194.0
02/04/2023,GKJ-3910,FIAT,CRONOS DRIVE 1.0,"2022/2023
 ","40.676 km
 ","R$ 90.508,00","R$ 51.392,00",R$ 71.990,42669551002.0
05/10/2023,LBA-6931,HYUNDAI,HB20 LIMITED 1.0,2022/2023 ,63.024 km ,"R$ 90.286,00","R$ 52.964,00",R$ 72.190,3636042067.0
17/12/2023,HGF-4060,HYUNDAI,HB20 LIMITED 1.0,2022/2023,63.024 km,"R$ 86.216,00","R$ 54.583,00",R$ 72.190,5344796117.0
26/01/2023,BXV-0957,CITROEN,C3 FEEL 1.0,"2022/2023
 ","40.344 km
 ","R$ 92.590,00","R$ 55.303,00",R$ 72.690,3836336829.0
07/11/2023,GOZ-9008,CITROEN,C3 FEEL 1.0,"2022/2023
 ","40.102 km
 ","R$ 86.178,00","R$ 50.477,00",R$ 72.690,96621734754.0
12/09/2023,GQF-4982,CITROEN,C3 FEEL 1.0,"2022/2023
 ","40.344 km
 ","R$ 91.769,00","R$ 51.434,00",R$ 72.690,81305780344.0
12/10/2023,UZE-9537,CITROEN,C3 FEEL 1.0,"2022/2023
 ","40.102 km
 ","R$ 95.889,00","R$ 53.157,00",R$ 72.690,46222519543.0
11/12/2023,DQB-5166,CITROEN,C3 FEEL 1.0,"2022/2023
","40.344 km
","R$ 81.071,00","R$ 44.532,00",R$ 72.690,13452409182.0
24/07/2023,SIO-7914,CITROEN,C3 FEEL 1.0,"2022/2023
 ","40.344 km
 ","R$ 83.092,00","R$ 43.698,00",R$ 72.690,7413563795.0
18/10/2023,BJT-4473,CITROEN,C3 FEEL 1.0,"2022/2023
 ","40.344 km
 ","R$ 95.411,00","R$ 42.113,00",R$ 72.690,66788284369.0
