,data_entrada,marca,modelo,ano,km,valor_fipe,valor_venda,valor_compra,renavam
658,08/09/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","55.614 km
 ","R$ 84.546,00","R$ 52.544,00",R$ 66.990,79699460716.0
659,08/09/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","57.168 km
 ","R$ 87.993,00","R$ 44.581,00",R$ 66.990,35807310997.0
660,05/05/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","61.748 km
 ","R$ 88.035,00","R$ 47.303,00",R$ 66.990,42495784010.0
661,06/05/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
","59.042 km
","R$ 99.973,00","R$ 40.746,00",R$ 66.990,16506325102.0
662,22/04/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
","61.832 km
","R$ 97.665,00","R$ 58.680,00",R$ 66.990,22562851819.0
663,29/03/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","61.832 km
 ","R$ 94.952,00","R$ 41.512,00",R$ 66.990,21052573291.0
664,24/10/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","59.042 km
 ","R$ 87.425,00","R$ 49.018,00",R$ 66.990,6335101586.0
665,02/05/2023,FORD,KA SEDAN SE PLUS AT 1.5 4P,"2020/2020
 ","41.973 km
 ","R$ 99.444,00","R$ 43.273,00",R$ 66.990,89424316597.0
666,21/10/2023,FORD,KA SEDAN SE PLUS AT 1.5 4P,"2020/2020
 ","41.973 km
 ","R$ 80.704,00","R$ 54.601,00",R$ 66.990,14894221547.0
667,28/01/2023,FORD,KA SEDAN SE PLUS AT 1.5 4P,"2020/2020
","41.973 km
","R$ 82.786,00","R$ 59.916,00",R$ 66.990,37171325.0
668,13/01/2023,FORD,KA SEDAN SE PLUS AT 1.5 4P,"2020/2020
 ","41.973 km
 ","R$ 86.500,00","R$ 46.798,00",R$ 66.990,30803254876.0
669,29/09/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","57.168 km
 ","R$ 92.376,00","R$ 49.553,00",R$ 66.990,51574887872.0
670,23/02/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
","61.748 km
","R$ 94.036,00","R$ 52.438,00",R$ 66.990,44784950448.0
671,14/07/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","54.248 km
 ","R$ 98.480,00","R$ 41.403,00",R$ 66.990,59411154385.0
672,05/01/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
","54.248 km
","R$ 88.418,00","R$ 48.007,00",R$ 66.990,73349373224.0
673,19/05/2023,FIAT,ARGO DRIVE 1.0,2022/2023,52.296 km,"R$ 89.752,00","R$ 53.250,00",R$ 66.990,63159893164.0
674,03/01/2023,HYUNDAI,HB20 EVOLUTION 1.0,2022/2022 ,51.287 km ,"R$ 91.680,00","R$ 55.913,00",R$ 67.590,2746669439.0
675,04/07/2023,VOLKSWAGEN,VOYAGE 1.6,2021/2022 ,64.049 km ,"R$ 85.917,00","R$ 45.133,00",R$ 67.690,11559360182.0
676,05/04/2023,HYUNDAI,HB20 COMFORT 1.0,2022/2023,57.168 km,"R$ 90.941,00","R$ 59.997,00",R$ 67.990,71317521184.0
677,19/12/2023,HYUNDAI,HB20 COMFORT 1.0,2022/2023 ,61.748 km ,"R$ 81.330,00","R$ 41.351,00",R$ 67.990,25629158627.0
678,21/10/2023,HYUNDAI,HB20 COMFORT 1.0,2022/2023 ,54.248 km ,"R$ 80.866,00","R$ 52.394,00",R$ 67.990,85965145685.0
679,03/12/2023,HYUNDAI,HB20 COMFORT 1.0,2022/2023,50.328 km,"R$ 80.769,00","R$ 44.593,00",R$ 67.990,66143994984.0
680,05/03/2023,HYUNDAI,HB20 COMFORT 1.0,2022/2023,55.614 km,"R$ 99.298,00","R$ 40.495,00",R$ 67.990,30891745781.0
681,05/01/2023,HYUNDAI,HB20 COMFORT 1.0,2022/2023 ,55.614 km ,"R$ 80.657,00","R$ 42.529,00",R$ 67.990,41082075197.0
682,15/07/2023,HYUNDAI,HB20 COMFORT 1.0,2022/2023 ,58.039 km ,"R$ 88.196,00","R$ 47.361,00",R$ 67.990,24151317092.0
683,18/04/2023,HYUNDAI,HB20 COMFORT 1.0,2022/2023,59.042 km,"R$ 94.263,00","R$ 54.869,00",R$ 67.990,28622404822.0
684,22/02/2023,HYUNDAI,HB20 COMFORT 1.0,2022/2023,61.832 km,"R$ 99.009,00","R$ 58.101,00",R$ 67.990,16391120438.0
685,17/02/2023,HYUNDAI,HB20 COMFORT 1.0,2022/2023 ,57.161 km ,"R$ 94.920,00","R$ 40.263,00",R$ 67.990,87728833089.0
686,26/11/2023,HYUNDAI,HB20 COMFORT 1.0,2022/2023 ,52.225 km ,"R$ 89.759,00","R$ 41.342,00",R$ 67.990,73016551088.0
687,15/06/2023,HYUNDAI,HB20 COMFORT 1.0,2022/2023 ,69.574 km ,"R$ 82.901,00","R$ 50.685,00",R$ 67.990,65751690681.0
688,27/11/2023,HYUNDAI,HB20 COMFORT 1.0,2022/2023 ,55.082 km ,"R$ 95.437,00","R$ 40.126,00",R$ 67.990,1211249961.0
689,18/08/2023,HYUNDAI,HB20 COMFORT 1.0,2022/2023 ,53.215 km ,"R$ 99.962,00","R$ 51.175,00",R$ 67.990,59872433344.0
690,10/01/2023,HYUNDAI,HB20 COMFORT 1.0,2022/2023 ,57.543 km ,"R$ 85.863,00","R$ 45.994,00",R$ 67.990,74960715383.0
691,14/07/2023,HYUNDAI,HB20 COMFORT 1.0,2022/2023 ,49.434 km ,"R$ 93.383,00","R$ 57.540,00",R$ 67.990,21715833149.0
692,27/04/2023,HYUNDAI,HB20 COMFORT 1.0,2022/2023 ,48.228 km ,"R$ 81.103,00","R$ 57.777,00",R$ 67.990,71476157266.0
693,18/07/2023,HYUNDAI,HB20 COMFORT 1.0,2022/2023 ,61.832 km ,"R$ 87.520,00","R$ 48.806,00",R$ 67.990,78440698059.0
694,10/08/2023,HYUNDAI,HB20 COMFORT 1.0,2022/2023 ,46.409 km ,"R$ 86.399,00","R$ 55.037,00",R$ 67.990,28548332409.0
695,03/08/2023,HYUNDAI,HB20 COMFORT 1.0,2022/2023,54.248 km,"R$ 94.957,00","R$ 40.514,00",R$ 67.990,38760086788.0
696,27/05/2023,HYUNDAI,HB20 COMFORT 1.0,2022/2023,61.748 km,"R$ 99.724,00","R$ 43.303,00",R$ 67.990,77959880861.0
697,08/10/2023,HYUNDAI,HB20 COMFORT 1.0,2022/2023 ,60.919 km ,"R$ 94.444,00","R$ 56.139,00",R$ 67.990,50157532186.0
698,26/06/2023,HYUNDAI,HB20 COMFORT 1.0,2022/2023,49.434 km,"R$ 85.982,00","R$ 41.876,00",R$ 67.990,61888676886.0
699,02/09/2023,HYUNDAI,HB20 COMFORT 1.0,2022/2023,48.228 km,"R$ 97.602,00","R$ 56.236,00",R$ 67.990,24157788242.0
700,25/01/2023,FIAT,ARGO DRIVE 1.0,"2022/2022
","33.892 km
","R$ 80.104,00","R$ 45.463,00",R$ 68.490,87953848596.0
701,20/10/2023,FIAT,ARGO DRIVE 1.0,"2022/2022
 ","33.892 km
 ","R$ 88.375,00","R$ 44.396,00",R$ 68.490,78380782144.0
702,24/04/2023,FIAT,ARGO DRIVE 1.0,"2022/2022
 ","33.892 km
 ","R$ 98.761,00","R$ 48.261,00",R$ 68.490,86827900573.0
703,06/03/2023,FIAT,ARGO DRIVE 1.0,"2022/2022
 ","33.892 km
 ","R$ 87.190,00","R$ 50.590,00",R$ 68.490,836534363.0
704,20/07/2023,FIAT,ARGO DRIVE 1.0,"2022/2022
 ","33.892 km
 ","R$ 80.078,00","R$ 52.602,00",R$ 68.490,23725582390.0
705,24/03/2023,VOLKSWAGEN,VOYAGE 1.6,2021/2022 ,18.535 km ,"R$ 83.055,00","R$ 48.992,00",R$ 68.590,14218394251.0
706,10/12/2023,FIAT,ARGO DRIVE 1.0,"2022/2023
 ","49.740 km
 ","R$ 97.167,00","R$ 54.253,00",R$ 68.890,17226364834.0
707,26/02/2023,FIAT,ARGO DRIVE 1.0,"2022/2023
 ","49.740 km
 ","R$ 96.228,00","R$ 48.407,00",R$ 68.890,79422515452.0
708,25/04/2023,FIAT,ARGO DRIVE 1.0,"2022/2023
","49.740 km
","R$ 82.297,00","R$ 40.211,00",R$ 68.890,48831287734.0
709,12/07/2023,HYUNDAI,HB20 EVOLUTION 1.0 4P,2022/2022 ,53.144 km ,"R$ 98.477,00","R$ 49.605,00",R$ 68.990,78664915.0
710,18/09/2023,HYUNDAI,HB20 EVOLUTION 1.0 4P,"2022/2022
 ","53.144 km
 ","R$ 83.163,00","R$ 53.240,00",R$ 68.990,32635328064.0
711,10/10/2023,HYUNDAI,HB20 EVOLUTION 1.0 4P,"2022/2022
 ","53.144 km
 ","R$ 99.583,00","R$ 48.362,00",R$ 68.990,7385706768.0
712,16/07/2023,HYUNDAI,HB20 EVOLUTION 1.0 4P,"2022/2022
","53.144 km
","R$ 80.660,00","R$ 50.978,00",R$ 68.990,31524013480.0
713,17/10/2023,HYUNDAI,HB20 EVOLUTION 1.0 4P,2022/2022,53.144 km,"R$ 93.999,00","R$ 44.180,00",R$ 68.990,32773683587.0
714,05/02/2023,HYUNDAI,HB20 EVOLUTION 1.0 4P,"2022/2022
 ","53.144 km
 ","R$ 96.766,00","R$ 44.693,00",R$ 68.990,51183358307.0
715,12/08/2023,HYUNDAI,HB20 EVOLUTION 1.0 4P,"2022/2022
 ","53.144 km
 ","R$ 87.390,00","R$ 56.725,00",R$ 68.990,7698347883.0
716,04/12/2023,FIAT,ARGO DRIVE 1.0,"2022/2023
 ","45.869 km
 ","R$ 95.191,00","R$ 54.076,00",R$ 69.190,2271207072.0
717,17/05/2023,FIAT,ARGO DRIVE 1.0,"2022/2023
","45.869 km
","R$ 91.678,00","R$ 54.686,00",R$ 69.190,22052741867.0
718,01/09/2023,FIAT,ARGO DRIVE 1.0,"2022/2023
 ","45.869 km
 ","R$ 81.555,00","R$ 45.272,00",R$ 69.190,23733483133.0
719,13/05/2023,FIAT,ARGO DRIVE 1.0 4P,"2022/2022
 ","18.503 km
 ","R$ 92.259,00","R$ 57.552,00",R$ 69.290,88412061942.0
720,29/08/2023,FIAT,ARGO DRIVE 1.0 4P,2022/2022,18.503 km,"R$ 88.260,00","R$ 44.284,00",R$ 69.290,30703776978.0
721,20/10/2023,FIAT,ARGO DRIVE 1.0 4P,2022/2022 ,18.503 km ,"R$ 81.644,00","R$ 42.240,00",R$ 69.290,41307729825.0
722,08/05/2023,FIAT,ARGO DRIVE 1.0 4P,"2022/2022
 ","18.503 km
 ","R$ 96.414,00","R$ 55.778,00",R$ 69.290,5226904712.0
723,16/08/2023,FIAT,ARGO DRIVE 1.0 4P,"2022/2022
 ","18.503 km
 ","R$ 91.717,00","R$ 50.629,00",R$ 69.290,96274523033.0
724,26/07/2023,FIAT,ARGO DRIVE 1.0 4P,"2022/2022
 ","18.503 km
 ","R$ 86.251,00","R$ 52.455,00",R$ 69.290,11442464099.0
725,16/07/2023,FIAT,ARGO DRIVE 1.0 4P,"2022/2022
","18.503 km
","R$ 83.662,00","R$ 46.639,00",R$ 69.290,11983775612.0
726,26/09/2023,FIAT,ARGO DRIVE 1.0,"2022/2023
 ","40.207 km
 ","R$ 80.150,00","R$ 44.194,00",R$ 69.490,53473028670.0
727,27/02/2023,FIAT,ARGO DRIVE 1.0,"2022/2023
","40.207 km
","R$ 90.026,00","R$ 46.672,00",R$ 69.490,38280092799.0
728,07/04/2023,FIAT,ARGO DRIVE 1.0,"2022/2023
 ","40.207 km
 ","R$ 97.326,00","R$ 55.016,00",R$ 69.490,14407257368.0
729,30/04/2023,FIAT,ARGO DRIVE 1.0,2022/2023,49.740 km,"R$ 96.079,00","R$ 43.153,00",R$ 69.590,99952048632.0
730,31/01/2023,FIAT,ARGO DRIVE 1.0,2022/2023 ,49.740 km ,"R$ 96.893,00","R$ 50.903,00",R$ 69.590,87416703746.0
731,16/07/2023,FIAT,ARGO DRIVE 1.0,2022/2023 ,49.149 km ,"R$ 93.830,00","R$ 45.252,00",R$ 69.590,58736328859.0
732,04/09/2023,FIAT,ARGO DRIVE 1.0,2022/2022,33.892 km,"R$ 90.997,00","R$ 56.725,00",R$ 69.790,54443974444.0
733,12/04/2023,FIAT,ARGO DRIVE 1.0,2022/2023 ,45.869 km ,"R$ 91.492,00","R$ 54.396,00",R$ 69.890,72223319405.0
734,11/06/2023,FIAT,ARGO DRIVE 1.0,2022/2023,45.869 km,"R$ 97.962,00","R$ 59.751,00",R$ 69.890,62515274093.0
735,18/04/2023,HYUNDAI,HB20 LIMITED 1.0,"2022/2023
 ","63.024 km
 ","R$ 83.577,00","R$ 40.168,00",R$ 69.990,20172484357.0
736,12/04/2023,HYUNDAI,HB20 LIMITED 1.0,"2022/2023
 ","63.024 km
 ","R$ 80.592,00","R$ 45.281,00",R$ 69.990,29159323756.0
737,18/10/2023,HYUNDAI,HB20 LIMITED 1.0,"2022/2023
 ","63.024 km
 ","R$ 96.472,00","R$ 59.538,00",R$ 69.990,85009834135.0
738,16/07/2023,FIAT,CRONOS DRIVE 1.3,2022/2022 ,46.629 km ,"R$ 88.179,00","R$ 56.344,00",R$ 69.990,22367699874.0
739,17/02/2023,HYUNDAI,HB20 LIMITED 1.0,"2022/2023
 ","56.395 km
 ","R$ 82.330,00","R$ 45.146,00",R$ 69.990,42066603092.0
740,06/02/2023,HYUNDAI,HB20 LIMITED 1.0,"2022/2023
 ","56.395 km
 ","R$ 100.443,00","R$ 53.414,00",R$ 69.990,52500336360.0
741,14/02/2023,CITROEN,C3 LIVE PACK 1.0,2022/2023 ,47.066 km ,"R$ 89.743,00","R$ 47.362,00",R$ 69.990,83827698988.0
742,10/01/2023,HYUNDAI,HB20 LIMITED 1.0,"2022/2023
","63.024 km
","R$ 93.779,00","R$ 51.054,00",R$ 69.990,41972832198.0
743,02/03/2023,HYUNDAI,HB20 LIMITED 1.0,"2022/2023
 ","63.024 km
 ","R$ 92.617,00","R$ 58.061,00",R$ 69.990,39120266918.0
744,08/06/2023,HYUNDAI,HB20 LIMITED 1.0,"2022/2023
 ","56.395 km
 ","R$ 89.874,00","R$ 44.204,00",R$ 69.990,76060551710.0
745,21/12/2023,HYUNDAI,HB20 LIMITED 1.0,"2022/2023
 ","56.395 km
 ","R$ 85.110,00","R$ 53.766,00",R$ 69.990,40901835935.0
746,31/05/2023,HYUNDAI,HB20 LIMITED 1.0,"2022/2023
","56.395 km
","R$ 100.175,00","R$ 58.584,00",R$ 69.990,75052765891.0
747,09/12/2023,FIAT,ARGO DRIVE 1.0,2022/2023 ,40.207 km ,"R$ 81.771,00","R$ 59.315,00",R$ 70.190,9631174571.0
748,30/09/2023,VOLKSWAGEN,VOYAGE MPI AT 1.6 4P,2021/2022 ,36.725 km ,"R$ 94.228,00","R$ 43.879,00",R$ 70.190,71097523382.0
749,16/01/2023,FIAT,ARGO DRIVE 1.0,2022/2023,40.207 km,"R$ 87.376,00","R$ 57.705,00",R$ 70.190,4487685521.0
750,23/07/2023,FIAT,CRONOS 1.3,2022/2022 ,75.807 km ,"R$ 93.156,00","R$ 59.636,00",R$ 70.190,61452677983.0
751,02/01/2023,VOLKSWAGEN,VOYAGE MPI AT 1.6 4P,2021/2022,36.725 km,"R$ 89.326,00","R$ 48.700,00",R$ 70.190,38221364116.0
752,14/01/2023,HYUNDAI,HB20 EVOLUTION 1.0 4P,2021/2022 ,20.478 km ,"R$ 99.512,00","R$ 48.002,00",R$ 70.590,75388919206.0
753,14/07/2023,FIAT,CRONOS DRIVE 1.0,"2022/2023
 ","55.326 km
 ","R$ 80.689,00","R$ 44.343,00",R$ 71.990,39449275078.0
754,03/08/2023,FIAT,CRONOS DRIVE 1.0,"2022/2023
 ","40.676 km
 ","R$ 88.449,00","R$ 47.035,00",R$ 71.990,98593881260.0
755,26/04/2023,FIAT,CRONOS DRIVE 1.0,"2022/2023
 ","57.985 km
 ","R$ 94.325,00","R$ 52.126,00",R$ 71.990,80581721222.0
756,02/06/2023,FIAT,CRONOS DRIVE 1.0,"2022/2023
 ","55.326 km
 ","R$ 97.663,00","R$ 40.445,00",R$ 71.990,75495456217.0
757,03/09/2023,FIAT,CRONOS DRIVE 1.0,"2022/2023
 ","57.985 km
 ","R$ 99.191,00","R$ 46.155,00",R$ 71.990,50220637797.0
758,16/03/2023,FIAT,CRONOS DRIVE 1.0,"2022/2023
 ","40.676 km
 ","R$ 96.306,00","R$ 47.936,00",R$ 71.990,81137435206.0
759,22/09/2023,FIAT,CRONOS DRIVE 1.0,"2022/2023
","40.676 km
","R$ 94.505,00","R$ 52.686,00",R$ 71.990,55540435995.0
760,24/10/2023,FIAT,CRONOS DRIVE 1.0,"2022/2023
 ","57.985 km
 ","R$ 85.135,00","R$ 56.338,00",R$ 71.990,71309164086.0
761,05/06/2023,FIAT,CRONOS DRIVE 1.0,"2022/2023
","55.326 km
","R$ 99.982,00","R$ 58.547,00",R$ 71.990,21181621761.0
762,05/10/2023,FIAT,CRONOS DRIVE 1.0,"2022/2023
","57.985 km
","R$ 91.002,00","R$ 58.013,00",R$ 71.990,55889134433.0
763,03/12/2023,FIAT,CRONOS DRIVE 1.0,"2022/2023
 ","55.326 km
 ","R$ 81.631,00","R$ 42.760,00",R$ 71.990,19319234728.0
764,11/03/2023,FIAT,CRONOS DRIVE 1.0,"2022/2023
 ","40.676 km
 ","R$ 92.712,00","R$ 41.743,00",R$ 71.990,37686120583.0
765,26/10/2023,FIAT,CRONOS DRIVE 1.0,"2022/2023
 ","57.985 km
 ","R$ 91.667,00","R$ 59.493,00",R$ 71.990,84490929433.0
766,22/05/2023,FIAT,CRONOS DRIVE 1.0,"2022/2023
 ","55.326 km
 ","R$ 89.001,00","R$ 49.679,00",R$ 71.990,79335437194.0
767,02/04/2023,FIAT,CRONOS DRIVE 1.0,"2022/2023
 ","40.676 km
 ","R$ 90.508,00","R$ 51.392,00",R$ 71.990,42669551002.0
768,05/10/2023,HYUNDAI,HB20 LIMITED 1.0,2022/2023 ,63.024 km ,"R$ 90.286,00","R$ 52.964,00",R$ 72.190,3636042067.0
769,17/12/2023,HYUNDAI,HB20 LIMITED 1.0,2022/2023,63.024 km,"R$ 86.216,00","R$ 54.583,00",R$ 72.190,5344796117.0
770,26/01/2023,CITROEN,C3 FEEL 1.0,"2022/2023
 ","40.344 km
 ","R$ 92.590,00","R$ 55.303,00",R$ 72.690,3836336829.0
771,07/11/2023,CITROEN,C3 FEEL 1.0,"2022/2023
 ","40.102 km
 ","R$ 86.178,00","R$ 50.477,00",R$ 72.690,96621734754.0
772,12/09/2023,CITROEN,C3 FEEL 1.0,"2022/2023
 ","40.344 km
 ","R$ 91.769,00","R$ 51.434,00",R$ 72.690,81305780344.0
773,12/10/2023,CITROEN,C3 FEEL 1.0,"2022/2023
 ","40.102 km
 ","R$ 95.889,00","R$ 53.157,00",R$ 72.690,46222519543.0
774,11/12/2023,CITROEN,C3 FEEL 1.0,"2022/2023
","40.344 km
","R$ 81.071,00","R$ 44.532,00",R$ 72.690,13452409182.0
775,24/07/2023,CITROEN,C3 FEEL 1.0,"2022/2023
 ","40.344 km
 ","R$ 83.092,00","R$ 43.698,00",R$ 72.690,7413563795.0
776,18/10/2023,CITROEN,C3 FEEL 1.0,"2022/2023
 ","40.344 km
 ","R$ 95.411,00","R$ 42.113,00",R$ 72.690,66788284369.0
777,29/09/2023,CITROEN,C3 FEEL 1.0,"2022/2023
 ","40.102 km
 ","R$ 81.307,00","R$ 41.191,00",R$ 72.690,13801196682.0
778,29/10/2023,CITROEN,C3 FEEL 1.0,"2022/2023
 ","40.102 km
 ","R$ 80.713,00","R$ 42.726,00",R$ 72.690,42202717933.0
779,16/07/2023,CITROEN,C3 FEEL 1.0,"2022/2023
 ","39.683 km
 ","R$ 86.270,00","R$ 40.630,00",R$ 72.790,56081144273.0
780,22/11/2023,CITROEN,C3 FEEL 1.0,"2022/2023
","39.683 km
","R$ 86.403,00","R$ 50.083,00",R$ 72.790,47368291546.0
781,22/12/2023,CITROEN,C3 FEEL 1.0,"2022/2023
 ","39.683 km
 ","R$ 80.082,00","R$ 56.912,00",R$ 72.790,50058774929.0
782,23/12/2023,CITROEN,C3 FEEL 1.0,"2022/2023
 ","39.683 km
 ","R$ 91.964,00","R$ 50.374,00",R$ 72.790,88208841552.0
783,25/01/2023,HYUNDAI,HB20 LIMITED 1.0,2022/2023,56.395 km,"R$ 93.726,00","R$ 51.440,00",R$ 72.790,34891684758.0
784,28/09/2023,HYUNDAI,HB20 LIMITED 1.0,2022/2023 ,56.395 km ,"R$ 98.153,00","R$ 49.405,00",R$ 72.790,64828562355.0
785,11/06/2023,CITROEN,C3 FEEL 1.0,"2022/2023
 ","39.683 km
 ","R$ 80.453,00","R$ 43.155,00",R$ 72.790,49622693248.0
786,29/04/2023,CITROEN,C3 FEEL 1.0,"2022/2023
 ","35.763 km
 ","R$ 96.180,00","R$ 57.200,00",R$ 73.090,27193767818.0
787,28/12/2023,CITROEN,C3 FEEL 1.0,"2022/2023
 ","35.763 km
 ","R$ 89.948,00","R$ 57.339,00",R$ 73.090,66718604876.0
788,09/02/2023,CITROEN,C3 FEEL 1.0,"2022/2023
 ","35.763 km
 ","R$ 99.217,00","R$ 41.961,00",R$ 73.090,45685244179.0
789,12/11/2023,CITROEN,C3 FEEL 1.0,"2022/2023
 ","35.763 km
 ","R$ 85.807,00","R$ 40.973,00",R$ 73.090,81781629397.0
790,22/05/2023,CITROEN,C3 FEEL 1.0,"2022/2023
","35.763 km
","R$ 82.595,00","R$ 44.474,00",R$ 73.090,22104083122.0
791,29/01/2023,FIAT,CRONOS DRIVE 1.0,2022/2023 ,58.817 km ,"R$ 81.589,00","R$ 50.096,00",R$ 73.390,64769903288.0
792,08/11/2023,FIAT,CRONOS DRIVE 1.0,2022/2023 ,57.985 km ,"R$ 100.415,00","R$ 41.502,00",R$ 73.590,35100146995.0
793,07/04/2023,FIAT,CRONOS DRIVE 1.0,2022/2023,57.985 km,"R$ 98.230,00","R$ 47.842,00",R$ 73.590,61682296888.0
794,06/06/2023,FIAT,CRONOS DRIVE 1.0,2022/2023 ,55.326 km ,"R$ 80.773,00","R$ 54.570,00",R$ 73.790,37379256879.0
795,16/12/2023,FIAT,CRONOS DRIVE 1.0,2022/2023,55.326 km,"R$ 97.199,00","R$ 57.494,00",R$ 73.790,38657205274.0
796,29/01/2023,CITROEN,C3 FEEL 1.0,2022/2023,40.344 km,"R$ 96.077,00","R$ 53.817,00",R$ 74.090,41725048919.0
797,25/05/2023,CITROEN,C3 FEEL 1.0,2022/2023 ,40.344 km ,"R$ 84.021,00","R$ 44.167,00",R$ 74.090,20399882216.0
798,31/07/2023,CITROEN,C3 FEEL 1.0,2022/2023,39.683 km,"R$ 95.289,00","R$ 54.794,00",R$ 74.290,57621166538.0
799,25/04/2023,CITROEN,C3 FEEL 1.0,2022/2023 ,39.683 km ,"R$ 96.125,00","R$ 42.135,00",R$ 74.290,4697099926.0
800,25/08/2023,PEUGEOT,208 HATCH ACTIVE 1.6,"2022/2022
 ","45.127 km
 ","R$ 98.928,00","R$ 40.986,00",R$ 74.390,84515234733.0
801,11/09/2023,PEUGEOT,208 HATCH ACTIVE 1.6,"2022/2022
 ","45.127 km
 ","R$ 86.136,00","R$ 57.373,00",R$ 74.390,38572266613.0
802,02/09/2023,PEUGEOT,208 HATCH ACTIVE 1.6,"2022/2022
 ","45.127 km
 ","R$ 81.583,00","R$ 42.177,00",R$ 74.390,14746582357.0
803,28/07/2023,PEUGEOT,208 HATCH ACTIVE 1.6,"2022/2022
 ","45.127 km
 ","R$ 90.082,00","R$ 47.985,00",R$ 74.390,33782693146.0
804,01/08/2023,PEUGEOT,208 HATCH ACTIVE 1.6,"2022/2022
 ","45.127 km
 ","R$ 82.906,00","R$ 41.856,00",R$ 74.390,18926677579.0
805,20/05/2023,CITROEN,C3 FEEL 1.0,2022/2023,35.763 km,"R$ 90.002,00","R$ 55.965,00",R$ 74.590,75673992828.0
806,24/09/2023,CITROEN,C3 FEEL 1.0,2022/2023 ,35.763 km ,"R$ 86.760,00","R$ 48.004,00",R$ 74.590,57529498972.0
807,15/06/2023,VOLKSWAGEN,VIRTUS MSI AT 1.6 4P,"2019/2020
","77.416 km
","R$ 95.359,00","R$ 56.564,00",R$ 74.690,93502598160.0
808,11/03/2023,VOLKSWAGEN,VIRTUS MSI AT 1.6 4P,2019/2020 ,77.416 km ,"R$ 80.199,00","R$ 45.377,00",R$ 74.690,62565347535.0
809,20/10/2023,VOLKSWAGEN,VIRTUS MSI AT 1.6 4P,"2019/2020
 ","77.416 km
 ","R$ 80.435,00","R$ 46.562,00",R$ 74.690,56814581841.0
810,07/06/2023,VOLKSWAGEN,VIRTUS MSI AT 1.6 4P,2019/2020,77.416 km,"R$ 96.432,00","R$ 44.066,00",R$ 74.690,55362332917.0
811,19/12/2023,VOLKSWAGEN,VIRTUS MSI AT 1.6 4P,"2019/2020
 ","77.416 km
 ","R$ 92.749,00","R$ 51.229,00",R$ 74.690,93105361383.0
812,05/03/2023,VOLKSWAGEN,VIRTUS MSI AT 1.6 4P,"2019/2020
 ","77.416 km
 ","R$ 95.131,00","R$ 44.650,00",R$ 74.690,67203904234.0
813,04/10/2023,VOLKSWAGEN,VIRTUS MSI AT 1.6 4P,"2019/2020
 ","77.416 km
 ","R$ 100.493,00","R$ 40.435,00",R$ 74.690,11740734664.0
814,12/07/2023,FIAT,CRONOS DRIVE 1.0,2022/2023 ,40.676 km ,"R$ 84.374,00","R$ 43.495,00",R$ 74.890,35277649118.0
815,06/11/2023,FIAT,CRONOS DRIVE 1.0,2022/2023,40.676 km,"R$ 91.551,00","R$ 58.937,00",R$ 74.890,10770799042.0
816,30/10/2023,FIAT,CRONOS DRIVE 1.3 4P,2022/2022 ,52.654 km ,"R$ 85.659,00","R$ 44.126,00",R$ 75.390,15262821268.0
817,27/11/2023,HYUNDAI,HB20S COMFORT 1.0,2022/2023 ,68.407 km ,"R$ 87.784,00","R$ 42.145,00",R$ 75.490,10200121894.0
818,21/01/2023,FIAT,CRONOS DRIVE 1.3 4P,"2022/2022
 ","50.926 km
 ","R$ 98.093,00","R$ 53.225,00",R$ 75.490,51861359676.0
819,13/01/2023,FIAT,CRONOS DRIVE 1.3 4P,"2022/2022
 ","50.926 km
 ","R$ 93.114,00","R$ 56.243,00",R$ 75.490,7081152891.0
820,13/04/2023,FIAT,CRONOS DRIVE 1.3 4P,"2022/2022
 ","50.926 km
 ","R$ 81.502,00","R$ 52.308,00",R$ 75.490,4808392149.0
821,17/10/2023,FIAT,CRONOS DRIVE 1.3 4P,2022/2022,50.926 km,"R$ 84.637,00","R$ 49.141,00",R$ 75.490,95157275286.0
822,06/07/2023,FIAT,CRONOS DRIVE 1.3 4P,"2022/2022
 ","50.926 km
 ","R$ 95.505,00","R$ 58.351,00",R$ 75.490,82492138587.0
823,19/03/2023,HYUNDAI,HB20S COMFORT 1.0,2022/2023,68.407 km,"R$ 98.690,00","R$ 50.039,00",R$ 75.490,87244499328.0
824,24/02/2023,FIAT,CRONOS DRIVE 1.3 4P,"2022/2022
","50.926 km
","R$ 80.574,00","R$ 50.230,00",R$ 75.490,8982515519.0
825,21/05/2023,FIAT,CRONOS DRIVE 1.3 4P,2022/2022 ,50.926 km ,"R$ 83.536,00","R$ 50.757,00",R$ 75.490,13048940323.0
826,15/11/2023,FIAT,CRONOS DRIVE 1.3,2022/2022 ,42.098 km ,"R$ 84.049,00","R$ 41.052,00",R$ 76.290,84313319926.0
